date,name,tier,lp,score
2022-07-13,너가라#KR1,Bronze IV,37,4.37
2022-07-20,너가라#KR1,Bronze II,1,6.01
2022-11-15,너가라#KR1,Bronze I,28,7.28
2022-11-16,너가라#KR1,Silver IV,1,8.01
2022-12-19,너가라#KR1,Silver II,1,10.01
2022-12-20,너가라#KR1,Silver III,75,9.75
2023-02-28,너가라#KR1,Bronze I,81,7.81
2023-04-27,너가라#KR1,Silver IV,1,8.01
2023-07-08,너가라#KR1,Silver II,1,10.01
2023-08-16,너가라#KR1,Gold IV,14,12.14
2024-04-03,너가라#KR1,Platinum I,22,19.22
2025-07-30,너가라#KR1,Gold I,27,15.27
2025-09-07,너가라#KR1,Platinum IV,67,16.67
2025-12-22,너가라#KR1,Platinum IV,95,16.95
2019-12-14,농구하는뚱스#KR1,Bronze I,0,7
2019-12-25,농구하는뚱스#KR1,Silver IV,0,8
2021-03-07,농구하는뚱스#KR1,Bronze III,0,5
2021-04-01,농구하는뚱스#KR1,Bronze I,0,7
2022-05-06,농구하는뚱스#KR1,Iron I,86,3.86
2022-05-07,농구하는뚱스#KR1,Bronze IV,1,4.01
2022-07-27,농구하는뚱스#KR1,Bronze II,1,6.01
2024-03-17,농구하는뚱스#KR1,Bronze IV,64,4.64
2024-03-20,농구하는뚱스#KR1,Bronze IV,1,4.01
2024-03-21,농구하는뚱스#KR1,Bronze III,0,5
2024-03-22,농구하는뚱스#KR1,Bronze IV,50,4.5
2024-07-13,농구하는뚱스#KR1,Iron I,13,3.13
2024-07-16,농구하는뚱스#KR1,Iron I,21,3.21
2024-07-25,농구하는뚱스#KR1,Iron II,85,2.85
2024-07-30,농구하는뚱스#KR1,Iron I,1,3.01
2020-10-24,닥터hong#KR1,Silver IV,0,8
2021-04-11,닥터hong#KR1,Bronze III,0,5
2021-05-02,닥터hong#KR1,Bronze I,1,7.01
2021-05-15,닥터hong#KR1,Bronze II,75,6.75
2021-06-05,닥터hong#KR1,Bronze I,1,7.01
2021-08-14,닥터hong#KR1,Silver IV,1,8.01
2021-12-20,닥터hong#KR1,Silver III,9,9.09
2022-01-02,닥터hong#KR1,Silver IV,75,8.75
2022-01-15,닥터hong#KR1,Bronze III,22,5.22
2022-01-22,닥터hong#KR1,Bronze IV,75,4.75
2022-01-30,닥터hong#KR1,Bronze II,1,6.01
2022-02-21,닥터hong#KR1,Bronze I,3,7.03
2022-05-08,닥터hong#KR1,Silver IV,1,8.01
2022-06-05,닥터hong#KR1,Silver III,11,9.11
2022-07-22,닥터hong#KR1,Silver II,3,10.03
2022-08-10,닥터hong#KR1,Silver III,75,9.75
2022-08-26,닥터hong#KR1,Silver II,11,10.11
2022-08-27,닥터hong#KR1,Silver III,75,9.75
2023-01-14,닥터hong#KR1,Bronze III,56,5.56
2023-01-16,닥터hong#KR1,Bronze I,1,7.01
2023-07-09,닥터hong#KR1,Silver IV,1,8.01
2023-08-02,닥터hong#KR1,Bronze II,0,6
2023-08-06,닥터hong#KR1,Bronze III,75,5.75
2023-08-09,닥터hong#KR1,Bronze II,11,6.11
2023-08-10,닥터hong#KR1,Bronze I,18,7.18
2023-08-13,닥터hong#KR1,Silver IV,1,8.01
2024-09-18,닥터hong#KR1,Silver III,31,9.31
2024-09-20,닥터hong#KR1,Silver IV,83,8.83
2024-09-21,닥터hong#KR1,Silver III,15,9.15
2024-10-02,닥터hong#KR1,Silver IV,40,8.4
2024-12-04,닥터hong#KR1,Bronze I,75,7.75
2024-12-07,닥터hong#KR1,Bronze I,6,7.06
2024-12-09,닥터hong#KR1,Bronze II,97,6.97
2024-12-11,닥터hong#KR1,Bronze II,92,6.92
2024-12-13,닥터hong#KR1,Bronze I,15,7.15
2024-12-24,닥터hong#KR1,Bronze II,78,6.78
2024-12-28,닥터hong#KR1,Bronze II,74,6.74
2025-01-02,닥터hong#KR1,Bronze I,18,7.18
2025-01-04,닥터hong#KR1,Bronze I,75,7.75
2025-01-05,닥터hong#KR1,Silver IV,20,8.2
2025-01-13,닥터hong#KR1,Bronze IV,35,4.35
2025-01-14,닥터hong#KR1,Bronze II,13,6.13
2025-01-15,닥터hong#KR1,Silver IV,24,8.24
2025-01-17,닥터hong#KR1,Silver III,36,9.36
2025-01-22,닥터hong#KR1,Silver III,93,9.93
2025-02-01,닥터hong#KR1,Silver II,10,10.1
2025-02-05,닥터hong#KR1,Silver I,9,11.09
2025-02-07,닥터hong#KR1,Silver I,14,11.14
2025-02-11,닥터hong#KR1,Gold IV,25,12.25
2025-06-30,닥터hong#KR1,Gold III,14,13.14
2025-07-04,닥터hong#KR1,Gold IV,93,12.93
2025-07-05,닥터hong#KR1,Gold III,18,13.18
2025-07-07,닥터hong#KR1,Gold II,17,14.17
2025-07-08,닥터hong#KR1,Gold I,16,15.16
2025-07-09,닥터hong#KR1,Gold II,93,14.93
2025-07-16,닥터hong#KR1,Gold I,16,15.16
2025-08-06,닥터hong#KR1,Platinum IV,11,16.11
2025-08-11,닥터hong#KR1,Gold I,75,15.75
2025-10-01,닥터hong#KR1,Platinum IV,21,16.21
2025-12-22,닥터hong#KR1,Platinum IV,45,16.45
2020-01-04,두유남진원#KR2,Bronze III,0,5
2020-02-01,두유남진원#KR2,Iron IV,0,0
2020-02-03,두유남진원#KR2,Iron II,0,2
2020-02-13,두유남진원#KR2,Iron I,0,3
2020-02-22,두유남진원#KR2,Iron II,0,2
2020-03-04,두유남진원#KR2,Iron III,0,1
2020-03-14,두유남진원#KR2,Iron IV,0,0
2020-03-18,두유남진원#KR2,Iron III,0,1
2020-03-22,두유남진원#KR2,Iron IV,0,0
2020-03-25,두유남진원#KR2,Iron III,0,1
2020-03-28,두유남진원#KR2,Iron IV,0,0
2020-04-12,두유남진원#KR2,Iron III,0,1
2020-05-05,두유남진원#KR2,Iron II,0,2
2020-05-30,두유남진원#KR2,Iron I,0,3
2020-06-07,두유남진원#KR2,Bronze IV,0,4
2020-06-20,두유남진원#KR2,Bronze III,0,5
2020-08-12,두유남진원#KR2,Bronze II,0,6
2020-08-28,두유남진원#KR2,Bronze I,0,7
2020-09-03,두유남진원#KR2,Bronze II,0,6
2020-09-10,두유남진원#KR2,Bronze I,0,7
2020-09-16,두유남진원#KR2,Bronze II,0,6
2020-11-04,두유남진원#KR2,Bronze III,0,5
2020-11-27,두유남진원#KR2,Bronze II,0,6
2020-12-03,두유남진원#KR2,Bronze III,0,5
2020-12-04,두유남진원#KR2,Bronze II,0,6
2020-12-05,두유남진원#KR2,Bronze III,0,5
2020-12-07,두유남진원#KR2,Bronze II,0,6
2021-01-01,두유남진원#KR2,Bronze I,0,7
2021-01-16,두유남진원#KR2,Bronze IV,0,4
2021-01-25,두유남진원#KR2,Bronze III,0,5
2021-01-27,두유남진원#KR2,Bronze IV,0,4
2021-01-28,두유남진원#KR2,Bronze III,0,5
2021-01-29,두유남진원#KR2,Bronze IV,0,4
2021-01-30,두유남진원#KR2,Bronze III,0,5
2021-02-10,두유남진원#KR2,Bronze IV,0,4
2021-02-11,두유남진원#KR2,Bronze III,0,5
2021-02-25,두유남진원#KR2,Bronze II,0,6
2021-03-19,두유남진원#KR2,Bronze III,0,5
2021-03-27,두유남진원#KR2,Bronze II,0,6
2021-04-03,두유남진원#KR2,Bronze III,0,5
2021-04-10,두유남진원#KR2,Bronze IV,0,4
2021-04-15,두유남진원#KR2,Bronze III,0,5
2021-05-04,두유남진원#KR2,Bronze II,1,6.01
2021-05-07,두유남진원#KR2,Bronze III,75,5.75
2021-05-08,두유남진원#KR2,Bronze II,9,6.09
2021-05-09,두유남진원#KR2,Bronze II,7,6.07
2021-05-18,두유남진원#KR2,Bronze III,75,5.75
2021-05-19,두유남진원#KR2,Bronze II,2,6.02
2021-05-30,두유남진원#KR2,Bronze I,2,7.02
2021-06-02,두유남진원#KR2,Bronze II,75,6.75
2021-06-12,두유남진원#KR2,Bronze II,6,6.06
2021-06-14,두유남진원#KR2,Bronze I,10,7.1
2021-06-15,두유남진원#KR2,Bronze II,75,6.75
2021-06-19,두유남진원#KR2,Bronze I,1,7.01
2021-07-04,두유남진원#KR2,Bronze II,75,6.75
2021-07-13,두유남진원#KR2,Bronze I,10,7.1
2021-07-15,두유남진원#KR2,Bronze II,75,6.75
2021-07-21,두유남진원#KR2,Bronze I,15,7.15
2021-07-22,두유남진원#KR2,Bronze I,4,7.04
2021-08-11,두유남진원#KR2,Bronze I,6,7.06
2021-08-24,두유남진원#KR2,Bronze II,75,6.75
2021-08-25,두유남진원#KR2,Bronze I,4,7.04
2021-08-28,두유남진원#KR2,Silver IV,1,8.01
2021-10-01,두유남진원#KR2,Silver III,2,9.02
2021-11-12,두유남진원#KR2,Silver IV,75,8.75
2021-11-17,두유남진원#KR2,Silver III,1,9.01
2021-12-09,두유남진원#KR2,Silver IV,75,8.75
2022-01-16,두유남진원#KR2,Bronze III,1,5.01
2022-01-23,두유남진원#KR2,Bronze II,18,6.18
2022-01-30,두유남진원#KR2,Bronze III,75,5.75
2022-01-31,두유남진원#KR2,Bronze II,10,6.1
2022-02-02,두유남진원#KR2,Bronze II,12,6.12
2022-02-05,두유남진원#KR2,Bronze III,75,5.75
2022-02-07,두유남진원#KR2,Bronze II,14,6.14
2022-02-20,두유남진원#KR2,Bronze I,4,7.04
2022-02-24,두유남진원#KR2,Bronze II,75,6.75
2022-03-04,두유남진원#KR2,Bronze I,6,7.06
2022-03-19,두유남진원#KR2,Bronze II,75,6.75
2022-05-27,두유남진원#KR2,Bronze I,8,7.08
2022-06-04,두유남진원#KR2,Bronze II,75,6.75
2022-06-19,두유남진원#KR2,Bronze I,3,7.03
2022-07-24,두유남진원#KR2,Bronze II,75,6.75
2022-11-05,두유남진원#KR2,Bronze III,75,5.75
2022-11-14,두유남진원#KR2,Bronze II,1,6.01
2022-11-16,두유남진원#KR2,Bronze I,1,7.01
2022-11-17,두유남진원#KR2,Bronze I,6,7.06
2022-12-16,두유남진원#KR2,Silver IV,1,8.01
2023-01-03,두유남진원#KR2,Silver II,1,10.01
2023-01-07,두유남진원#KR2,Silver III,75,9.75
2023-01-09,두유남진원#KR2,Silver II,9,10.09
2023-01-12,두유남진원#KR2,Bronze I,45,7.45
2023-01-16,두유남진원#KR2,Bronze I,4,7.04
2023-01-18,두유남진원#KR2,Bronze II,75,6.75
2023-01-20,두유남진원#KR2,Bronze I,1,7.01
2023-01-23,두유남진원#KR2,Bronze II,75,6.75
2023-01-29,두유남진원#KR2,Bronze I,2,7.02
2023-01-30,두유남진원#KR2,Bronze II,75,6.75
2023-02-08,두유남진원#KR2,Bronze I,10,7.1
2023-02-13,두유남진원#KR2,Bronze II,75,6.75
2023-02-22,두유남진원#KR2,Bronze III,75,5.75
2023-02-23,두유남진원#KR2,Bronze II,7,6.07
2023-02-27,두유남진원#KR2,Bronze II,4,6.04
2023-02-28,두유남진원#KR2,Bronze II,75,6.75
2023-04-26,두유남진원#KR2,Bronze II,3,6.03
2023-04-27,두유남진원#KR2,Bronze III,75,5.75
2023-07-08,두유남진원#KR2,Bronze IV,75,4.75
2023-07-27,두유남진원#KR2,Iron II,80,2.8
2023-07-28,두유남진원#KR2,Iron II,75,2.75
2023-08-01,두유남진원#KR2,Bronze IV,0,4
2023-08-02,두유남진원#KR2,Bronze III,5,5.05
2023-08-03,두유남진원#KR2,Bronze II,25,6.25
2023-08-04,두유남진원#KR2,Silver IV,1,8.01
2023-08-06,두유남진원#KR2,Silver III,1,9.01
2023-08-09,두유남진원#KR2,Silver II,28,10.28
2023-08-11,두유남진원#KR2,Silver I,21,11.21
2023-08-12,두유남진원#KR2,Silver II,75,10.75
2023-10-02,두유남진원#KR2,Silver III,75,9.75
2023-10-21,두유남진원#KR2,Silver IV,75,8.75
2024-02-14,두유남진원#KR2,Bronze II,31,6.31
2024-02-19,두유남진원#KR2,Bronze I,9,7.09
2024-02-20,두유남진원#KR2,Bronze I,6,7.06
2024-02-28,두유남진원#KR2,Bronze II,75,6.75
2024-02-29,두유남진원#KR2,Bronze I,2,7.02
2024-03-23,두유남진원#KR2,Silver IV,1,8.01
2024-04-10,두유남진원#KR2,Bronze I,50,7.5
2024-05-29,두유남진원#KR2,Bronze IV,9,4.09
2024-06-07,두유남진원#KR2,Bronze III,25,5.25
2024-06-14,두유남진원#KR2,Bronze I,7,7.07
2024-06-17,두유남진원#KR2,Bronze II,86,6.86
2024-06-18,두유남진원#KR2,Bronze III,100,6
2024-06-19,두유남진원#KR2,Bronze II,30,6.3
2024-06-21,두유남진원#KR2,Bronze II,77,6.77
2024-06-23,두유남진원#KR2,Bronze III,98,5.98
2024-06-24,두유남진원#KR2,Bronze II,21,6.21
2024-06-26,두유남진원#KR2,Bronze I,36,7.36
2024-06-27,두유남진원#KR2,Bronze II,88,6.88
2024-06-29,두유남진원#KR2,Bronze II,92,6.92
2024-07-03,두유남진원#KR2,Bronze I,22,7.22
2024-07-04,두유남진원#KR2,Silver IV,27,8.27
2024-07-06,두유남진원#KR2,Silver III,6,9.06
2024-07-07,두유남진원#KR2,Silver II,19,10.19
2024-07-12,두유남진원#KR2,Silver III,88,9.88
2024-07-21,두유남진원#KR2,Silver IV,90,8.9
2024-08-25,두유남진원#KR2,Silver III,4,9.04
2024-08-31,두유남진원#KR2,Silver IV,81,8.81
2024-09-01,두유남진원#KR2,Silver III,5,9.05
2024-09-02,두유남진원#KR2,Silver III,7,9.07
2024-09-05,두유남진원#KR2,Silver IV,86,8.86
2024-09-13,두유남진원#KR2,Silver III,10,9.1
2024-09-16,두유남진원#KR2,Silver IV,89,8.89
2024-09-17,두유남진원#KR2,Silver III,16,9.16
2024-09-18,두유남진원#KR2,Silver IV,98,8.98
2024-09-26,두유남진원#KR2,Bronze II,50,6.5
2024-09-28,두유남진원#KR2,Bronze II,94,6.94
2024-09-29,두유남진원#KR2,Bronze I,24,7.24
2024-10-03,두유남진원#KR2,Silver IV,13,8.13
2024-11-16,두유남진원#KR2,Silver III,9,9.09
2024-11-17,두유남진원#KR2,Silver II,83,10.83
2024-11-20,두유남진원#KR2,Silver III,78,9.78
2024-11-23,두유남진원#KR2,Silver III,74,9.74
2024-11-24,두유남진원#KR2,Silver IV,94,8.94
2024-11-26,두유남진원#KR2,Silver III,18,9.18
2024-11-27,두유남진원#KR2,Silver III,88,9.88
2024-11-28,두유남진원#KR2,Silver IV,81,8.81
2024-11-29,두유남진원#KR2,Silver III,88,9.88
2024-12-02,두유남진원#KR2,Silver II,26,10.26
2024-12-05,두유남진원#KR2,Silver II,10,10.1
2024-12-06,두유남진원#KR2,Silver III,86,9.86
2024-12-07,두유남진원#KR2,Silver II,10,10.1
2024-12-09,두유남진원#KR2,Silver II,13,10.13
2024-12-13,두유남진원#KR2,Silver II,20,10.2
2024-12-15,두유남진원#KR2,Silver II,77,10.77
2024-12-18,두유남진원#KR2,Silver I,2,11.02
2024-12-22,두유남진원#KR2,Silver II,75,10.75
2025-01-01,두유남진원#KR2,Silver III,94,9.94
2025-01-27,두유남진원#KR2,Bronze III,40,5.4
2025-01-30,두유남진원#KR2,Silver IV,3,8.03
2025-02-01,두유남진원#KR2,Silver III,26,9.26
2025-02-02,두유남진원#KR2,Gold IV,21,12.21
2025-02-12,두유남진원#KR2,Gold II,17,14.17
2025-02-13,두유남진원#KR2,Gold I,10,15.1
2025-02-15,두유남진원#KR2,Gold I,18,15.18
2025-02-16,두유남진원#KR2,Platinum IV,3,16.03
2025-03-01,두유남진원#KR2,Gold I,75,15.75
2025-03-09,두유남진원#KR2,Gold III,84,13.84
2025-03-18,두유남진원#KR2,Gold IV,94,12.94
2025-03-23,두유남진원#KR2,Gold IV,78,12.78
2025-03-25,두유남진원#KR2,Gold IV,21,12.21
2025-03-28,두유남진원#KR2,Silver I,75,11.75
2025-03-29,두유남진원#KR2,Silver I,18,11.18
2025-03-30,두유남진원#KR2,Silver II,95,10.95
2025-04-01,두유남진원#KR2,Gold IV,11,12.11
2025-05-15,두유남진원#KR2,Silver I,75,11.75
2025-05-17,두유남진원#KR2,Gold IV,81,12.81
2025-05-22,두유남진원#KR2,Gold III,9,13.09
2025-05-23,두유남진원#KR2,Gold II,1,14.01
2025-05-24,두유남진원#KR2,Gold I,19,15.19
2025-05-25,두유남진원#KR2,Gold II,95,14.95
2025-05-30,두유남진원#KR2,Gold IV,94,12.94
2025-05-31,두유남진원#KR2,Gold III,15,13.15
2025-06-01,두유남진원#KR2,Gold III,92,13.92
2025-06-02,두유남진원#KR2,Gold II,16,14.16
2025-06-05,두유남진원#KR2,Gold II,87,14.87
2025-06-12,두유남진원#KR2,Gold I,16,15.16
2025-06-13,두유남진원#KR2,Gold II,91,14.91
2025-06-14,두유남진원#KR2,Platinum III,3,17.03
2025-06-15,두유남진원#KR2,Platinum III,1,17.01
2025-06-16,두유남진원#KR2,Platinum IV,86,16.86
2025-06-18,두유남진원#KR2,Platinum IV,17,16.17
2025-06-21,두유남진원#KR2,Platinum III,16,17.16
2025-06-26,두유남진원#KR2,Platinum IV,74,16.74
2025-06-28,두유남진원#KR2,Platinum IV,20,16.2
2025-06-30,두유남진원#KR2,Platinum IV,84,16.84
2025-07-02,두유남진원#KR2,Platinum III,16,17.16
2025-07-04,두유남진원#KR2,Platinum III,37,17.37
2025-07-05,두유남진원#KR2,Platinum IV,81,16.81
2025-07-08,두유남진원#KR2,Gold I,75,15.75
2025-07-10,두유남진원#KR2,Platinum IV,9,16.09
2025-07-12,두유남진원#KR2,Platinum IV,22,16.22
2025-07-15,두유남진원#KR2,Platinum IV,19,16.19
2025-07-16,두유남진원#KR2,Gold II,81,14.81
2025-07-17,두유남진원#KR2,Gold II,69,14.69
2025-12-07,두유남진원#KR2,Gold III,49,13.49
2025-12-09,두유남진원#KR2,Gold IV,75,12.75
2025-12-22,두유남진원#KR2,Gold IV,1,12.01
2023-10-23,우리좋은말만써요#KR1,Silver III,36,9.36
2023-10-29,우리좋은말만써요#KR1,Silver II,7,10.07
2023-10-31,우리좋은말만써요#KR1,Silver III,75,9.75
2024-05-04,우리좋은말만써요#KR1,Bronze II,30,6.3
2024-07-12,우리좋은말만써요#KR1,Bronze II,23,6.23
2024-08-28,우리좋은말만써요#KR1,Bronze III,97,5.97
2024-09-03,우리좋은말만써요#KR1,Bronze II,6,6.06
2024-09-14,우리좋은말만써요#KR1,Bronze II,95,6.95
2025-04-26,우리좋은말만써요#KR1,Bronze II,11,6.11
2025-05-04,우리좋은말만써요#KR1,Bronze I,53,7.53
2025-05-05,우리좋은말만써요#KR1,Silver IV,5,8.05
2025-05-31,우리좋은말만써요#KR1,Silver IV,83,8.83
2025-06-03,우리좋은말만써요#KR1,Silver III,22,9.22
2025-06-06,우리좋은말만써요#KR1,Silver II,2,10.02
2025-06-16,우리좋은말만써요#KR1,Silver III,94,9.94
2025-06-19,우리좋은말만써요#KR1,Silver II,2,10.02
2025-06-22,우리좋은말만써요#KR1,Silver III,86,9.86
2025-06-24,우리좋은말만써요#KR1,Silver II,1,10.01
2025-06-25,우리좋은말만써요#KR1,Silver III,84,9.84
2025-06-26,우리좋은말만써요#KR1,Silver III,87,9.87
2025-06-28,우리좋은말만써요#KR1,Silver III,21,9.21
2025-06-29,우리좋은말만써요#KR1,Silver IV,97,8.97
2025-07-18,우리좋은말만써요#KR1,Silver III,3,9.03
2025-07-19,우리좋은말만써요#KR1,Silver IV,75,8.75
2025-07-25,우리좋은말만써요#KR1,Silver IV,89,8.89
2025-07-26,우리좋은말만써요#KR1,Silver III,12,9.12
2025-07-27,우리좋은말만써요#KR1,Silver IV,84,8.84
2025-07-29,우리좋은말만써요#KR1,Bronze I,47,7.47
2025-08-04,우리좋은말만써요#KR1,Silver IV,7,8.07
2025-08-05,우리좋은말만써요#KR1,Silver IV,92,8.92
2025-08-06,우리좋은말만써요#KR1,Silver IV,83,8.83
2025-08-08,우리좋은말만써요#KR1,Silver III,25,9.25
2025-08-16,우리좋은말만써요#KR1,Silver II,14,10.14
2025-08-20,우리좋은말만써요#KR1,Silver I,10,11.1
2025-08-21,우리좋은말만써요#KR1,Silver II,81,10.81
2025-08-25,우리좋은말만써요#KR1,Silver II,6,10.06
2025-08-30,우리좋은말만써요#KR1,Silver II,82,10.82
2025-08-31,우리좋은말만써요#KR1,Silver II,78,10.78
2025-09-07,우리좋은말만써요#KR1,Silver I,5,11.05
2025-09-13,우리좋은말만써요#KR1,Silver II,78,10.78
2025-09-18,우리좋은말만써요#KR1,Silver I,2,11.02
2025-09-19,우리좋은말만써요#KR1,Silver II,75,10.75
2025-09-20,우리좋은말만써요#KR1,Silver I,2,11.02
2025-09-21,우리좋은말만써요#KR1,Silver II,76,10.76
2025-09-22,우리좋은말만써요#KR1,Silver I,3,11.03
2025-09-23,우리좋은말만써요#KR1,Silver II,78,10.78
2025-09-27,우리좋은말만써요#KR1,Silver III,79,9.79
2025-10-14,우리좋은말만써요#KR1,Silver IV,77,8.77
2025-10-17,우리좋은말만써요#KR1,Silver IV,82,8.82
2025-10-21,우리좋은말만써요#KR1,Silver IV,77,8.77
2025-11-09,우리좋은말만써요#KR1,Silver III,12,9.12
2025-11-10,우리좋은말만써요#KR1,Silver IV,80,8.8
2025-11-15,우리좋은말만써요#KR1,Silver IV,65,8.65
2025-11-29,우리좋은말만써요#KR1,Silver III,19,9.19
2025-12-03,우리좋은말만써요#KR1,Silver IV,92,8.92
2025-12-04,우리좋은말만써요#KR1,Silver III,16,9.16
2025-12-06,우리좋은말만써요#KR1,Silver IV,60,8.6
2025-12-22,우리좋은말만써요#KR1,Silver IV,8,8.08
2019-01-21,이상호93#KR1,Master,0,40
2019-01-27,이상호93#KR1,Diamond II,0,26
2019-01-28,이상호93#KR1,Diamond I,0,27
2019-01-29,이상호93#KR1,Master,0,40
2019-02-06,이상호93#KR1,Grandmaster,0,80
2019-02-20,이상호93#KR1,Challenger,0,120
2019-02-24,이상호93#KR1,Grandmaster,0,80
2019-03-19,이상호93#KR1,Master,0,40
2019-03-27,이상호93#KR1,Grandmaster,0,80
2019-03-30,이상호93#KR1,Master,0,40
2019-04-04,이상호93#KR1,Diamond I,0,27
2019-04-05,이상호93#KR1,Master,0,40
2019-04-06,이상호93#KR1,Diamond I,0,27
2019-04-11,이상호93#KR1,Master,0,40
2019-05-03,이상호93#KR1,Diamond I,0,27
2019-05-04,이상호93#KR1,Master,0,40
2019-05-13,이상호93#KR1,Grandmaster,0,80
2019-05-28,이상호93#KR1,Master,0,40
2019-06-06,이상호93#KR1,Diamond I,0,27
2019-07-22,이상호93#KR1,Diamond II,0,26
2019-08-15,이상호93#KR1,Diamond I,0,27
2019-08-24,이상호93#KR1,Master,0,40
2019-08-27,이상호93#KR1,Diamond I,0,27
2019-09-12,이상호93#KR1,Diamond II,0,26
2019-09-14,이상호93#KR1,Diamond I,0,27
2019-09-19,이상호93#KR1,Diamond II,0,26
2019-09-26,이상호93#KR1,Diamond I,0,27
2019-09-30,이상호93#KR1,Master,0,40
2019-10-14,이상호93#KR1,Grandmaster,0,80
2019-10-22,이상호93#KR1,Master,0,40
2019-10-31,이상호93#KR1,Grandmaster,0,80
2019-11-18,이상호93#KR1,Master,0,40
2019-11-21,이상호93#KR1,Grandmaster,0,80
2019-11-25,이상호93#KR1,Master,0,40
2019-12-10,이상호93#KR1,Grandmaster,0,80
2019-12-11,이상호93#KR1,Master,0,40
2020-01-10,이상호93#KR1,Diamond II,0,26
2020-01-11,이상호93#KR1,Diamond I,0,27
2020-01-13,이상호93#KR1,Master,0,40
2020-01-17,이상호93#KR1,Grandmaster,0,80
2020-01-24,이상호93#KR1,Challenger,0,120
2020-01-31,이상호93#KR1,Grandmaster,0,80
2020-02-10,이상호93#KR1,Diamond I,0,27
2020-03-09,이상호93#KR1,Diamond II,0,26
2020-03-25,이상호93#KR1,Diamond III,0,25
2020-04-10,이상호93#KR1,Diamond IV,0,24
2020-04-26,이상호93#KR1,Platinum I,0,19
2020-05-09,이상호93#KR1,Diamond IV,0,24
2020-07-25,이상호93#KR1,Platinum I,0,19
2020-08-19,이상호93#KR1,Diamond IV,0,24
2020-08-20,이상호93#KR1,Diamond II,0,26
2020-08-23,이상호93#KR1,Diamond I,0,27
2020-08-27,이상호93#KR1,Master,0,40
2020-09-07,이상호93#KR1,Diamond I,0,27
2020-10-05,이상호93#KR1,Diamond II,0,26
2020-10-21,이상호93#KR1,Diamond III,0,25
2020-11-06,이상호93#KR1,Diamond IV,0,24
2020-11-17,이상호93#KR1,Diamond II,0,26
2021-03-21,이상호93#KR1,Diamond I,0,27
2021-03-24,이상호93#KR1,Master,1,40.01
2021-03-28,이상호93#KR1,Master,72,40.72
2021-04-05,이상호93#KR1,Diamond I,0,27
2021-05-12,이상호93#KR1,Diamond II,75,26.75
2021-05-14,이상호93#KR1,Diamond III,75,25.75
2021-05-16,이상호93#KR1,Diamond IV,75,24.75
2021-05-18,이상호93#KR1,Platinum I,75,19.75
2021-06-09,이상호93#KR1,Diamond IV,1,24.01
2021-06-12,이상호93#KR1,Diamond I,1,27.01
2021-06-13,이상호93#KR1,Master,43,40.43
2021-06-15,이상호93#KR1,Master,159,41.59
2021-06-16,이상호93#KR1,Master,246,42.46
2021-06-18,이상호93#KR1,Master,210,42.1
2021-06-19,이상호93#KR1,Master,288,42.88
2021-06-20,이상호93#KR1,Master,388,43.88
2021-06-21,이상호93#KR1,Grandmaster,427,84.27
2021-07-02,이상호93#KR1,Master,177,41.77
2021-07-03,이상호93#KR1,Diamond I,75,27.75
2021-08-02,이상호93#KR1,Diamond II,75,26.75
2021-08-04,이상호93#KR1,Diamond III,75,25.75
2021-08-06,이상호93#KR1,Diamond IV,75,24.75
2021-08-08,이상호93#KR1,Platinum I,75,19.75
2021-08-20,이상호93#KR1,Diamond IV,1,24.01
2021-08-30,이상호93#KR1,Diamond II,1,26.01
2021-09-01,이상호93#KR1,Diamond I,17,27.17
2021-09-05,이상호93#KR1,Master,1,40.01
2021-09-08,이상호93#KR1,Master,0,40
2021-09-13,이상호93#KR1,Master,27,40.27
2021-09-15,이상호93#KR1,Master,24,40.24
2021-09-16,이상호93#KR1,Master,0,40
2021-09-17,이상호93#KR1,Master,64,40.64
2021-09-24,이상호93#KR1,Diamond I,75,27.75
2021-10-24,이상호93#KR1,Master,40,40.4
2021-10-27,이상호93#KR1,Master,67,40.67
2021-10-29,이상호93#KR1,Master,121,41.21
2021-10-30,이상호93#KR1,Master,207,42.07
2021-11-01,이상호93#KR1,Master,193,41.93
2021-11-03,이상호93#KR1,Master,202,42.02
2021-11-05,이상호93#KR1,Master,262,42.62
2021-11-07,이상호93#KR1,Master,284,42.84
2021-11-10,이상호93#KR1,Master,269,42.69
2021-11-12,이상호93#KR1,Master,320,43.2
2021-11-13,이상호93#KR1,Master,310,43.1
2021-11-15,이상호93#KR1,Master,301,43.01
2021-11-23,이상호93#KR1,Master,285,42.85
2021-11-26,이상호93#KR1,Master,274,42.74
2021-11-29,이상호93#KR1,Master,321,43.21
2021-11-30,이상호93#KR1,Master,247,42.47
2021-12-01,이상호93#KR1,Master,127,41.27
2021-12-08,이상호93#KR1,Master,148,41.48
2021-12-09,이상호93#KR1,Master,150,41.5
2021-12-13,이상호93#KR1,Master,115,41.15
2021-12-18,이상호93#KR1,Master,137,41.37
2021-12-21,이상호93#KR1,Master,159,41.59
2021-12-24,이상호93#KR1,Master,204,42.04
2021-12-25,이상호93#KR1,Master,311,43.11
2021-12-27,이상호93#KR1,Master,340,43.4
2021-12-28,이상호93#KR1,Master,309,43.09
2021-12-29,이상호93#KR1,Master,346,43.46
2021-12-31,이상호93#KR1,Master,314,43.14
2022-01-01,이상호93#KR1,Master,267,42.67
2022-01-03,이상호93#KR1,Master,402,44.02
2022-01-05,이상호93#KR1,Master,437,44.37
2022-01-06,이상호93#KR1,Master,381,43.81
